"DEP","LIBDEP","CODGEO","LIBGEO","ANNEE","Mise en commun d'agents de police municipale entre plusieurs communes (binaire)","Nombre d'agents de police municipale","Nombre d'ASVP","Nombre de gardes champêtres","Nombre de brigades canines (2014)","Nombre de maîtres chiens de police municipale","Nombre de chiens de patrouille de police municipale","Population au 1er janvier de l'année d'enquête","Population au 1er janvier de l'année suivante (donnée 2024 égale au recensement 2023)","Commune nouvelle (résultats obtenus, les années pertinentes, par addition des effectifs des communes ayant fusionné)"
"01","AIN","01004","AMBERIEU_EN_BUGEY",2013,NA,10,2,1,0,NA,NA,14359,14022,0
"01","AIN","01004","AMBERIEU_EN_BUGEY",2014,NA,10,4,0,NA,0,0,14022,14127,0
"01","AIN","01004","AMBERIEU_EN_BUGEY",2015,NA,12,3,0,NA,0,0,14127,14081,0
"01","AIN","01004","AMBERIEU_EN_BUGEY",2016,NA,7,1,0,NA,0,0,14081,14035,0
"01","AIN","01004","AMBERIEU_EN_BUGEY",2017,NA,7,0,0,NA,0,0,14035,14204,0
"01","AIN","01004","AMBERIEU_EN_BUGEY",2018,NA,7,0,0,NA,0,0,14204,14134,0
"01","AIN","01004","AMBERIEU_EN_BUGEY",2019,NA,8,0,0,NA,0,0,14134,14288,0
"01","AIN","01004","AMBERIEU_EN_BUGEY",2020,NA,8,0,0,NA,0,0,14288,14854,0
"01","AIN","01004","AMBERIEU_EN_BUGEY",2021,1,8,0,0,NA,0,0,14854,15554,0
"01","AIN","01004","AMBERIEU_EN_BUGEY",2022,1,8,0,0,NA,0,0,15554,15934,0
"01","AIN","01004","AMBERIEU_EN_BUGEY",2023,1,8,0,0,NA,0,0,15934,15934,0
"01","AIN","01053","BOURG_EN_BRESSE",2013,NA,23,7,0,0,NA,NA,40490,40967,0
"01","AIN","01053","BOURG_EN_BRESSE",2014,NA,26,8,0,NA,0,0,40967,40819,0
"01","AIN","01053","BOURG_EN_BRESSE",2015,NA,26,8,0,NA,0,0,40819,41365,0
"01","AIN","01053","BOURG_EN_BRESSE",2016,NA,24,8,0,NA,0,0,41365,41527,0
"01","AIN","01053","BOURG_EN_BRESSE",2017,NA,23,8,0,NA,0,0,41527,41248,0
"01","AIN","01053","BOURG_EN_BRESSE",2018,NA,23,8,0,NA,0,0,41248,41111,0
"01","AIN","01053","BOURG_EN_BRESSE",2019,NA,25,0,0,NA,0,0,41111,41681,0
"01","AIN","01053","BOURG_EN_BRESSE",2020,NA,23,7,0,NA,2,2,41681,41525,0
"01","AIN","01053","BOURG_EN_BRESSE",2021,1,26,9,0,NA,3,3,41525,42065,0
"01","AIN","01053","BOURG_EN_BRESSE",2022,1,28,9,0,NA,3,3,42065,42372,0
"01","AIN","01053","BOURG_EN_BRESSE",2023,1,28,9,0,NA,3,3,42372,42372,0
"01","AIN","01283","OYONNAX",2013,NA,14,5,0,1,NA,NA,22258,22485,0
"01","AIN","01283","OYONNAX",2014,NA,18,5,0,NA,2,2,22485,22392,0
"01","AIN","01283","OYONNAX",2015,NA,18,5,0,NA,2,2,22392,22559,0
"01","AIN","01283","OYONNAX",2016,NA,14,4,0,NA,2,2,22559,22427,0
"01","AIN","01283","OYONNAX",2017,NA,13,4,0,NA,1,1,22427,22336,0
"01","AIN","01283","OYONNAX",2018,NA,14,3,0,NA,1,1,22336,22456,0
"01","AIN","01283","OYONNAX",2019,NA,14,5,0,NA,3,2,22456,22271,0
"01","AIN","01283","OYONNAX",2020,NA,19,6,0,NA,3,3,22271,22277,0
"01","AIN","01283","OYONNAX",2021,0,23,7,0,NA,4,4,22277,22378,0
"01","AIN","01283","OYONNAX",2022,0,22,6,0,NA,0,0,22378,22480,0
"01","AIN","01283","OYONNAX",2023,0,20,3,0,NA,0,0,22480,22480,0
"01","AIN","01033","VALSERHONE",2013,NA,7,1,1,0,NA,NA,15847,16084,1
"01","AIN","01033","VALSERHONE",2014,NA,6,1,1,NA,0,0,16084,16303,1
"01","AIN","01033","VALSERHONE",2015,NA,6,1,0,NA,0,0,16303,16302,1
"01","AIN","01033","VALSERHONE",2016,NA,5,2,1,NA,0,0,16302,16423,1
"01","AIN","01033","VALSERHONE",2017,NA,7,2,0,NA,0,0,16423,16431,1
"01","AIN","01033","VALSERHONE",2018,NA,8,2,0,NA,0,0,16431,16378,1
"01","AIN","01033","VALSERHONE",2019,NA,8,0,0,NA,0,0,16378,16434,1
"01","AIN","01033","VALSERHONE",2020,NA,9,0,0,NA,0,0,16434,16295,1
"01","AIN","01033","VALSERHONE",2021,0,9,3,0,NA,0,0,16295,16162,1
"01","AIN","01033","VALSERHONE",2022,0,9,3,0,NA,0,0,16162,16712,1
"01","AIN","01033","VALSERHONE",2023,0,9,3,0,NA,0,0,16712,16712,1
"02","AISNE","02168","CHATEAU_THIERRY",2016,NA,0,2,1,NA,0,0,14847,15107,0
"02","AISNE","02168","CHATEAU_THIERRY",2017,NA,0,2,1,NA,0,0,15107,15351,0
"02","AISNE","02168","CHATEAU_THIERRY",2018,NA,1,1,1,NA,0,0,15351,15254,0
"02","AISNE","02168","CHATEAU_THIERRY",2019,NA,3,1,0,NA,0,0,15254,15306,0
"02","AISNE","02168","CHATEAU_THIERRY",2020,NA,3,2,0,NA,0,0,15306,15204,0
"02","AISNE","02168","CHATEAU_THIERRY",2021,0,4,1,0,NA,0,0,15204,15068,0
"02","AISNE","02168","CHATEAU_THIERRY",2022,0,4,1,0,NA,0,0,15068,15097,0
"02","AISNE","02168","CHATEAU_THIERRY",2023,0,3,1,0,NA,0,0,15097,15097,0
"02","AISNE","02408","LAON",2013,NA,6,3,0,0,NA,NA,25219,25282,0
"02","AISNE","02408","LAON",2014,NA,5,3,0,NA,0,0,25282,25358,0
"02","AISNE","02408","LAON",2015,NA,5,3,0,NA,0,0,25358,25193,0
"02","AISNE","02408","LAON",2016,NA,5,0,0,NA,0,0,25193,24876,0
"02","AISNE","02408","LAON",2017,NA,5,0,0,NA,0,0,24876,24710,0
"02","AISNE","02408","LAON",2018,NA,4,2,0,NA,0,0,24710,24304,0
"02","AISNE","02408","LAON",2019,NA,5,2,0,NA,0,0,24304,24091,0
"02","AISNE","02408","LAON",2020,NA,7,3,0,NA,0,0,24091,24021,0
"02","AISNE","02408","LAON",2021,0,9,3,0,NA,0,0,24021,24066,0
"02","AISNE","02408","LAON",2022,0,8,3,0,NA,0,0,24066,24220,0
"02","AISNE","02408","LAON",2023,0,11,3,0,NA,0,0,24220,24220,0
"02","AISNE","02722","SOISSONS",2013,NA,4,5,0,0,NA,NA,28472,28290,0
"02","AISNE","02722","SOISSONS",2014,NA,4,7,0,NA,0,0,28290,28410,0
"02","AISNE","02722","SOISSONS",2015,NA,6,5,0,NA,0,0,28410,28466,0
"02","AISNE","02722","SOISSONS",2016,NA,6,8,0,NA,0,0,28466,28530,0
"02","AISNE","02722","SOISSONS",2017,NA,8,8,0,NA,0,0,28530,28522,0
"02","AISNE","02722","SOISSONS",2018,NA,11,8,0,NA,0,0,28522,28712,0
"02","AISNE","02722","SOISSONS",2019,NA,14,7,0,NA,0,0,28712,28888,0
"02","AISNE","02722","SOISSONS",2020,NA,16,8,0,NA,0,0,28888,28705,0
"02","AISNE","02722","SOISSONS",2021,0,20,6,0,NA,0,0,28705,28667,0
"02","AISNE","02722","SOISSONS",2022,0,21,5,0,NA,0,0,28667,28046,0
"02","AISNE","02722","SOISSONS",2023,0,22,4,0,NA,1,1,28046,28046,0
"02","AISNE","02691","ST_QUENTIN",2013,NA,22,4,0,0,NA,NA,55698,55878,0
"02","AISNE","02691","ST_QUENTIN",2014,NA,25,10,0,NA,0,0,55878,55649,0
"02","AISNE","02691","ST_QUENTIN",2015,NA,25,10,0,NA,0,0,55649,54443,0
"02","AISNE","02691","ST_QUENTIN",2016,NA,28,9,0,NA,0,0,54443,53816,0
"02","AISNE","02691","ST_QUENTIN",2017,NA,31,9,0,NA,0,0,53816,53856,0
"02","AISNE","02691","ST_QUENTIN",2018,NA,31,6,0,NA,0,0,53856,53570,0
"02","AISNE","02691","ST_QUENTIN",2019,NA,31,0,0,NA,0,0,53570,53100,0
"02","AISNE","02691","ST_QUENTIN",2020,NA,32,6,0,NA,0,0,53100,52958,0
"02","AISNE","02691","ST_QUENTIN",2021,0,32,6,0,NA,0,0,52958,52995,0
"02","AISNE","02691","ST_QUENTIN",2022,0,32,6,0,NA,0,0,52995,52813,0
"02","AISNE","02691","ST_QUENTIN",2023,0,32,6,0,NA,0,0,52813,52813,0
"03","ALLIER","03185","MONTLUCON",2013,NA,0,6,0,0,NA,NA,37839,37289,0
"03","ALLIER","03185","MONTLUCON",2014,NA,0,5,0,NA,0,0,37289,36946,0
"03","ALLIER","03185","MONTLUCON",2015,NA,0,4,0,NA,0,0,36946,36147,0
"03","ALLIER","03185","MONTLUCON",2016,NA,0,4,0,NA,0,0,36147,35653,0
"03","ALLIER","03185","MONTLUCON",2017,NA,0,4,0,NA,0,0,35653,34938,0
"03","ALLIER","03185","MONTLUCON",2018,NA,0,4,0,NA,0,0,34938,34361,0
"03","ALLIER","03185","MONTLUCON",2019,NA,0,5,0,NA,0,0,34361,33822,0
"03","ALLIER","03185","MONTLUCON",2020,NA,0,6,0,NA,0,0,33822,33342,0
"03","ALLIER","03185","MONTLUCON",2021,0,0,7,0,NA,0,0,33342,33317,0
"03","ALLIER","03185","MONTLUCON",2022,0,0,7,0,NA,0,0,33317,33147,0
"03","ALLIER","03185","MONTLUCON",2023,0,4,7,0,NA,0,0,33147,33147,0
"03","ALLIER","03190","MOULINS",2013,NA,5,3,0,0,NA,NA,19474,19762,0
"03","ALLIER","03190","MOULINS",2014,NA,5,3,0,NA,0,0,19762,19697,0
"03","ALLIER","03190","MOULINS",2015,NA,5,3,0,NA,0,0,19697,19613,0
"03","ALLIER","03190","MOULINS",2016,NA,5,3,0,NA,0,0,19613,19664,0
"03","ALLIER","03190","MOULINS",2017,NA,5,3,0,NA,0,0,19664,19563,0
"03","ALLIER","03190","MOULINS",2018,NA,5,3,0,NA,0,0,19563,19246,0
"03","ALLIER","03190","MOULINS",2019,NA,5,3,0,NA,0,0,19246,19444,0
"03","ALLIER","03190","MOULINS",2020,NA,7,3,0,NA,0,0,19444,19343,0
"03","ALLIER","03190","MOULINS",2021,0,8,3,0,NA,0,0,19343,19344,0
"03","ALLIER","03190","MOULINS",2022,0,4,0,0,NA,0,0,19344,19206,0
"03","ALLIER","03190","MOULINS",2023,0,7,3,0,NA,0,0,19206,19206,0
"03","ALLIER","03310","VICHY",2013,NA,23,0,0,1,NA,NA,25325,25279,0
"03","ALLIER","03310","VICHY",2014,NA,23,0,0,NA,4,2,25279,25068,0
"03","ALLIER","03310","VICHY",2015,NA,23,10,0,NA,4,2,25068,24383,0
"03","ALLIER","03310","VICHY",2016,NA,23,10,0,NA,4,2,24383,24166,0
"03","ALLIER","03310","VICHY",2017,NA,21,8,0,NA,4,2,24166,24854,0
"03","ALLIER","03310","VICHY",2018,NA,23,13,0,NA,4,2,24854,24980,0
"03","ALLIER","03310","VICHY",2019,NA,23,13,0,NA,4,2,24980,25372,0
"03","ALLIER","03310","VICHY",2020,NA,23,10,0,NA,4,2,25372,25789,0
"03","ALLIER","03310","VICHY",2021,0,23,10,0,NA,4,2,25789,25702,0
"03","ALLIER","03310","VICHY",2022,0,23,10,0,NA,4,2,25702,25115,0
"03","ALLIER","03310","VICHY",2023,0,24,12,0,NA,4,2,25115,25115,0
"04","ALPES_DE_HAUTE_PROVENCE","04070","DIGNE_LES_BAINS",2013,NA,7,1,0,0,NA,NA,16512,16304,0
"04","ALPES_DE_HAUTE_PROVENCE","04070","DIGNE_LES_BAINS",2014,NA,6,1,0,NA,0,0,16304,16246,0
"04","ALPES_DE_HAUTE_PROVENCE","04070","DIGNE_LES_BAINS",2015,NA,6,1,0,NA,0,0,16246,16186,0
"04","ALPES_DE_HAUTE_PROVENCE","04070","DIGNE_LES_BAINS",2016,NA,6,2,0,NA,0,0,16186,16460,0
"04","ALPES_DE_HAUTE_PROVENCE","04070","DIGNE_LES_BAINS",2017,NA,6,2,0,NA,0,0,16460,16333,0
"04","ALPES_DE_HAUTE_PROVENCE","04070","DIGNE_LES_BAINS",2018,NA,7,2,0,NA,0,0,16333,16482,0
"04","ALPES_DE_HAUTE_PROVENCE","04070","DIGNE_LES_BAINS",2019,NA,7,2,0,NA,0,0,16482,16864,0
"04","ALPES_DE_HAUTE_PROVENCE","04070","DIGNE_LES_BAINS",2020,NA,6,2,0,NA,0,0,16864,17192,0
"04","ALPES_DE_HAUTE_PROVENCE","04070","DIGNE_LES_BAINS",2021,0,6,2,0,NA,0,0,17192,17694,0
"04","ALPES_DE_HAUTE_PROVENCE","04070","DIGNE_LES_BAINS",2022,0,7,2,0,NA,0,0,17694,17979,0
"04","ALPES_DE_HAUTE_PROVENCE","04070","DIGNE_LES_BAINS",2023,0,7,2,0,NA,0,0,17979,17979,0
"04","ALPES_DE_HAUTE_PROVENCE","04112","MANOSQUE",2013,NA,22,8,0,0,NA,NA,22412,21941,0
"04","ALPES_DE_HAUTE_PROVENCE","04112","MANOSQUE",2014,NA,22,8,0,NA,0,0,21941,21754,0
"04","ALPES_DE_HAUTE_PROVENCE","04112","MANOSQUE",2015,NA,21,7,0,NA,2,2,21754,21868,0
"04","ALPES_DE_HAUTE_PROVENCE","04112","MANOSQUE",2016,NA,21,7,0,NA,0,0,21868,22333,0
"04","ALPES_DE_HAUTE_PROVENCE","04112","MANOSQUE",2017,NA,17,7,0,NA,2,2,22333,22485,0
"04","ALPES_DE_HAUTE_PROVENCE","04112","MANOSQUE",2018,NA,21,7,0,NA,2,2,22485,22528,0
"04","ALPES_DE_HAUTE_PROVENCE","04112","MANOSQUE",2019,NA,21,7,0,NA,0,0,22528,23018,0
"04","ALPES_DE_HAUTE_PROVENCE","04112","MANOSQUE",2020,NA,23,5,0,NA,2,1,23018,22926,0
"04","ALPES_DE_HAUTE_PROVENCE","04112","MANOSQUE",2021,0,25,5,0,NA,2,2,22926,22807,0
"04","ALPES_DE_HAUTE_PROVENCE","04112","MANOSQUE",2022,0,26,5,0,NA,2,2,22807,22718,0
"04","ALPES_DE_HAUTE_PROVENCE","04112","MANOSQUE",2023,0,28,4,0,NA,2,2,22718,22718,0
"05","HAUTES_ALPES","05061","GAP",2013,NA,14,6,0,0,NA,NA,40255,40225,0
"05","HAUTES_ALPES","05061","GAP",2014,NA,17,5,0,NA,0,0,40225,40776,0
"05","HAUTES_ALPES","05061","GAP",2015,NA,17,5,0,NA,0,0,40776,40805,0
"05","HAUTES_ALPES","05061","GAP",2016,NA,16,5,0,NA,0,0,40805,40895,0
"05","HAUTES_ALPES","05061","GAP",2017,NA,17,7,0,NA,0,0,40895,40559,0
"05","HAUTES_ALPES","05061","GAP",2018,NA,15,6,0,NA,0,0,40559,40631,0
"05","HAUTES_ALPES","05061","GAP",2019,NA,13,13,0,NA,0,0,40631,40111,0
"05","HAUTES_ALPES","05061","GAP",2020,NA,11,13,0,NA,0,0,40111,40500,0
"05","HAUTES_ALPES","05061","GAP",2021,0,13,4,0,NA,0,0,40500,40656,0
"05","HAUTES_ALPES","05061","GAP",2022,0,14,15,0,NA,0,0,40656,41293,0
"05","HAUTES_ALPES","05061","GAP",2023,0,18,16,0,NA,0,0,41293,41293,0
"06","ALPES_MARITIMES","06004","ANTIBES",2013,NA,74,11,0,1,NA,NA,75456,75731,0
"06","ALPES_MARITIMES","06004","ANTIBES",2014,NA,77,11,0,NA,2,2,75731,74875,0
"06","ALPES_MARITIMES","06004","ANTIBES",2015,NA,77,11,0,NA,3,3,74875,73798,0
"06","ALPES_MARITIMES","06004","ANTIBES",2016,NA,76,10,0,NA,4,2,73798,72999,0
"06","ALPES_MARITIMES","06004","ANTIBES",2017,NA,78,13,0,NA,4,2,72999,72915,0
"06","ALPES_MARITIMES","06004","ANTIBES",2018,NA,79,12,0,NA,2,2,72915,73438,0
"06","ALPES_MARITIMES","06004","ANTIBES",2019,NA,77,14,0,NA,4,2,73438,74709,0
"06","ALPES_MARITIMES","06004","ANTIBES",2020,NA,74,13,0,NA,4,2,74709,75130,0
"06","ALPES_MARITIMES","06004","ANTIBES",2021,0,76,9,0,NA,0,0,75130,76612,0
"06","ALPES_MARITIMES","06004","ANTIBES",2022,0,71,13,0,NA,0,0,76612,77637,0
"06","ALPES_MARITIMES","06004","ANTIBES",2023,0,73,13,0,NA,0,0,77637,77637,0
"06","ALPES_MARITIMES","06027","CAGNES_SUR_MER",2013,NA,38,26,0,0,NA,NA,46940,47811,0
"06","ALPES_MARITIMES","06027","CAGNES_SUR_MER",2014,NA,35,22,0,NA,0,0,47811,49322,0
"06","ALPES_MARITIMES","06027","CAGNES_SUR_MER",2015,NA,30,21,0,NA,0,0,49322,49902,0
"06","ALPES_MARITIMES","06027","CAGNES_SUR_MER",2016,NA,31,23,0,NA,0,0,49902,50928,0
"06","ALPES_MARITIMES","06027","CAGNES_SUR_MER",2017,NA,35,18,0,NA,0,0,50928,51411,0
"06","ALPES_MARITIMES","06027","CAGNES_SUR_MER",2018,NA,35,15,0,NA,0,0,51411,52178,0
"06","ALPES_MARITIMES","06027","CAGNES_SUR_MER",2019,NA,15,0,0,NA,0,0,52178,52100,0
"06","ALPES_MARITIMES","06027","CAGNES_SUR_MER",2020,NA,34,14,0,NA,0,0,52100,52580,0
"06","ALPES_MARITIMES","06027","CAGNES_SUR_MER",2021,0,32,15,0,NA,0,0,52580,52852,0
"06","ALPES_MARITIMES","06027","CAGNES_SUR_MER",2022,0,35,15,0,NA,0,0,52852,53354,0
"06","ALPES_MARITIMES","06027","CAGNES_SUR_MER",2023,0,33,13,0,NA,0,0,53354,53354,0
"06","ALPES_MARITIMES","06029","CANNES",2013,NA,205,34,0,1,NA,NA,73325,73744,0
"06","ALPES_MARITIMES","06029","CANNES",2014,NA,210,54,0,NA,4,3,73744,74285,0
"06","ALPES_MARITIMES","06029","CANNES",2015,NA,197,56,0,NA,0,0,74285,74152,0
"06","ALPES_MARITIMES","06029","CANNES",2016,NA,196,52,0,NA,5,3,74152,73868,0
"06","ALPES_MARITIMES","06029","CANNES",2017,NA,196,58,0,NA,5,3,73868,73965,0
"06","ALPES_MARITIMES","06029","CANNES",2018,NA,191,48,0,NA,10,10,73965,74545,0
"06","ALPES_MARITIMES","06029","CANNES",2019,NA,195,44,0,NA,9,10,74545,72435,0
"06","ALPES_MARITIMES","06029","CANNES",2020,NA,183,47,0,NA,5,6,72435,73255,0
"06","ALPES_MARITIMES","06029","CANNES",2021,0,194,57,0,NA,5,5,73255,74040,0
"06","ALPES_MARITIMES","06029","CANNES",2022,0,192,57,0,NA,5,4,74040,74350,0
"06","ALPES_MARITIMES","06029","CANNES",2023,0,195,65,0,NA,5,4,74350,74350,0
"06","ALPES_MARITIMES","06069","GRASSE",2013,NA,55,8,0,0,NA,NA,50916,50409,0
"06","ALPES_MARITIMES","06069","GRASSE",2014,NA,52,7,0,NA,0,0,50409,50937,0
"06","ALPES_MARITIMES","06069","GRASSE",2015,NA,53,7,0,NA,0,0,50937,50677,0
"06","ALPES_MARITIMES","06069","GRASSE",2016,NA,52,7,0,NA,0,0,50677,50396,0
"06","ALPES_MARITIMES","06069","GRASSE",2017,NA,52,6,0,NA,0,0,50396,48865,0
"06","ALPES_MARITIMES","06069","GRASSE",2018,NA,53,12,0,NA,1,1,48865,48870,0
"06","ALPES_MARITIMES","06069","GRASSE",2019,NA,52,12,0,NA,0,0,48870,48708,0
"06","ALPES_MARITIMES","06069","GRASSE",2020,NA,47,0,0,NA,0,0,48708,48323,0
"06","ALPES_MARITIMES","06069","GRASSE",2021,0,49,15,0,NA,0,0,48323,48669,0
"06","ALPES_MARITIMES","06069","GRASSE",2022,0,56,38,0,NA,0,0,48669,50970,0
"06","ALPES_MARITIMES","06069","GRASSE",2023,0,56,26,0,NA,0,0,50970,50970,0
"06","ALPES_MARITIMES","06030","LE_CANNET",2013,NA,61,14,0,0,NA,NA,43187,42454,0
"06","ALPES_MARITIMES","06030","LE_CANNET",2014,NA,62,14,0,NA,0,0,42454,41571,0
"06","ALPES_MARITIMES","06030","LE_CANNET",2015,NA,61,15,0,NA,0,0,41571,41612,0
"06","ALPES_MARITIMES","06030","LE_CANNET",2016,NA,63,25,0,NA,0,0,41612,41471,0
"06","ALPES_MARITIMES","06030","LE_CANNET",2017,NA,67,26,0,NA,0,0,41471,41471,0
"06","ALPES_MARITIMES","06030","LE_CANNET",2018,NA,68,26,0,NA,0,0,41471,41887,0
"06","ALPES_MARITIMES","06030","LE_CANNET",2021,0,68,22,0,NA,0,0,41597,40198,0
"06","ALPES_MARITIMES","06030","LE_CANNET",2022,0,64,21,0,NA,0,0,40198,41938,0
"06","ALPES_MARITIMES","06030","LE_CANNET",2023,0,64,24,0,NA,0,0,41938,41938,0
"06","ALPES_MARITIMES","06079","MANDELIEU_LA_NAPOULE",2013,NA,44,18,0,0,NA,NA,22864,22696,0
"06","ALPES_MARITIMES","06079","MANDELIEU_LA_NAPOULE",2014,NA,44,9,0,NA,0,0,22696,22360,0
"06","ALPES_MARITIMES","06079","MANDELIEU_LA_NAPOULE",2015,NA,42,9,0,NA,0,0,22360,22168,0
"06","ALPES_MARITIMES","06079","MANDELIEU_LA_NAPOULE",2016,NA,41,14,0,NA,0,0,22168,22452,0
"06","ALPES_MARITIMES","06079","MANDELIEU_LA_NAPOULE",2017,NA,41,14,0,NA,0,0,22452,21836,0
"06","ALPES_MARITIMES","06079","MANDELIEU_LA_NAPOULE",2018,NA,40,11,0,NA,0,0,21836,21998,0
"06","ALPES_MARITIMES","06079","MANDELIEU_LA_NAPOULE",2019,NA,44,8,0,NA,0,0,21998,21772,0
"06","ALPES_MARITIMES","06079","MANDELIEU_LA_NAPOULE",2020,NA,43,8,0,NA,0,0,21772,21561,0
"06","ALPES_MARITIMES","06079","MANDELIEU_LA_NAPOULE",2021,0,40,21,0,NA,0,0,21561,21201,0
"06","ALPES_MARITIMES","06079","MANDELIEU_LA_NAPOULE",2022,0,41,17,0,NA,0,0,21201,21640,0
"06","ALPES_MARITIMES","06079","MANDELIEU_LA_NAPOULE",2023,0,41,14,0,NA,0,0,21640,21640,0
"06","ALPES_MARITIMES","06083","MENTON",2013,NA,31,12,0,0,NA,NA,28100,28563,0
"06","ALPES_MARITIMES","06083","MENTON",2014,NA,31,19,0,NA,0,0,28563,28231,0
"06","ALPES_MARITIMES","06083","MENTON",2015,NA,50,19,0,NA,0,0,28231,28486,0
"06","ALPES_MARITIMES","06083","MENTON",2016,NA,31,19,0,NA,0,0,28486,28958,0
"06","ALPES_MARITIMES","06083","MENTON",2017,NA,27,20,0,NA,0,0,28958,30231,0
"06","ALPES_MARITIMES","06083","MENTON",2018,NA,27,10,0,NA,0,0,30231,30525,0
"06","ALPES_MARITIMES","06083","MENTON",2019,NA,30,15,0,NA,0,0,30525,30679,0
"06","ALPES_MARITIMES","06083","MENTON",2020,NA,30,16,0,NA,0,0,30679,30412,0
"06","ALPES_MARITIMES","06083","MENTON",2021,0,36,14,0,NA,0,0,30412,30326,0
"06","ALPES_MARITIMES","06083","MENTON",2022,0,36,17,0,NA,0,0,30326,30604,0
"06","ALPES_MARITIMES","06083","MENTON",2023,0,33,25,0,NA,0,0,30604,30604,0
"06","ALPES_MARITIMES","06085","MOUGINS",2013,NA,45,6,0,0,NA,NA,18302,18391,0
"06","ALPES_MARITIMES","06085","MOUGINS",2014,NA,47,5,0,NA,2,1,18391,18476,0
"06","ALPES_MARITIMES","06085","MOUGINS",2015,NA,45,2,0,NA,2,1,18476,19047,0
"06","ALPES_MARITIMES","06085","MOUGINS",2016,NA,45,7,0,NA,2,1,19047,19473,0
"06","ALPES_MARITIMES","06085","MOUGINS",2017,NA,43,1,0,NA,0,0,19473,19489,0
"06","ALPES_MARITIMES","06085","MOUGINS",2018,NA,43,2,0,NA,0,0,19489,19982,0
"06","ALPES_MARITIMES","06085","MOUGINS",2019,NA,40,6,0,NA,0,0,19982,20180,0
"06","ALPES_MARITIMES","06085","MOUGINS",2020,NA,40,6,0,NA,0,0,20180,19677,0
"06","ALPES_MARITIMES","06085","MOUGINS",2021,0,42,3,0,NA,0,0,19677,19481,0
"06","ALPES_MARITIMES","06085","MOUGINS",2022,0,42,5,0,NA,0,0,19481,19782,0
"06","ALPES_MARITIMES","06085","MOUGINS",2023,0,37,5,0,NA,0,0,19782,19782,0
"06","ALPES_MARITIMES","06088","NICE",2013,NA,366,132,0,1,NA,NA,342295,343895,0
"06","ALPES_MARITIMES","06088","NICE",2014,NA,365,134,0,NA,7,5,343895,342522,0
"06","ALPES_MARITIMES","06088","NICE",2015,NA,378,175,0,NA,9,10,342522,342637,0
"06","ALPES_MARITIMES","06088","NICE",2016,NA,386,183,0,NA,14,9,342637,340017,0
"06","ALPES_MARITIMES","06088","NICE",2017,NA,436,193,0,NA,0,9,340017,341032,0
"06","ALPES_MARITIMES","06088","NICE",2018,NA,396,183,0,NA,9,9,341032,342669,0
"06","ALPES_MARITIMES","06088","NICE",2019,NA,455,176,0,NA,11,9,342669,343477,0
"06","ALPES_MARITIMES","06088","NICE",2020,NA,490,178,0,NA,7,7,343477,348085,0
"06","ALPES_MARITIMES","06088","NICE",2021,0,445,170,0,NA,9,10,348085,353701,0
"06","ALPES_MARITIMES","06088","NICE",2022,0,446,158,0,NA,8,8,353701,357737,0
"06","ALPES_MARITIMES","06088","NICE",2023,0,411,158,0,NA,6,6,357737,357737,0
"06","ALPES_MARITIMES","06123","ST_LAURENT_DU_VAR",2013,NA,38,11,0,0,NA,NA,28891,29067,0
"06","ALPES_MARITIMES","06123","ST_LAURENT_DU_VAR",2014,NA,35,11,0,NA,0,0,29067,28919,0
"06","ALPES_MARITIMES","06123","ST_LAURENT_DU_VAR",2015,NA,38,10,0,NA,0,0,28919,28645,0
"06","ALPES_MARITIMES","06123","ST_LAURENT_DU_VAR",2016,NA,34,11,0,NA,0,0,28645,28453,0
"06","ALPES_MARITIMES","06123","ST_LAURENT_DU_VAR",2017,NA,38,11,0,NA,0,0,28453,28511,0
"06","ALPES_MARITIMES","06123","ST_LAURENT_DU_VAR",2018,NA,37,13,0,NA,0,0,28511,29169,0
"06","ALPES_MARITIMES","06123","ST_LAURENT_DU_VAR",2019,NA,40,10,0,NA,0,0,29169,30141,0
"06","ALPES_MARITIMES","06123","ST_LAURENT_DU_VAR",2020,NA,38,10,0,NA,0,0,30141,30941,0
"06","ALPES_MARITIMES","06123","ST_LAURENT_DU_VAR",2021,0,39,7,0,NA,0,0,30941,31645,0
"06","ALPES_MARITIMES","06123","ST_LAURENT_DU_VAR",2022,0,40,9,0,NA,0,0,31645,32172,0
"06","ALPES_MARITIMES","06123","ST_LAURENT_DU_VAR",2023,0,41,9,0,NA,1,1,32172,32172,0
"06","ALPES_MARITIMES","06155","VALLAURIS",2013,NA,40,8,0,0,NA,NA,26465,26302,0
"06","ALPES_MARITIMES","06155","VALLAURIS",2014,NA,39,10,0,NA,0,0,26302,25966,0
"06","ALPES_MARITIMES","06155","VALLAURIS",2015,NA,41,9,0,NA,0,0,25966,26618,0
"06","ALPES_MARITIMES","06155","VALLAURIS",2016,NA,38,8,0,NA,0,0,26618,26672,0
"06","ALPES_MARITIMES","06155","VALLAURIS",2017,NA,38,4,0,NA,0,0,26672,27072,0
"06","ALPES_MARITIMES","06155","VALLAURIS",2018,NA,37,6,0,NA,0,0,27072,27364,0
"06","ALPES_MARITIMES","06155","VALLAURIS",2019,NA,39,0,0,NA,0,0,27364,27970,0
"06","ALPES_MARITIMES","06155","VALLAURIS",2020,NA,34,0,0,NA,0,0,27970,28025,0
"06","ALPES_MARITIMES","06155","VALLAURIS",2021,0,38,7,0,NA,0,0,28025,28579,0
